ritual_number,Wedding,Wedding_llm,OtherUnion,OtherUnion_llm,DissolveUnion,DissolveUnion_llm,WorldyPursuit,WorldyPursuit_llm,Apotropaeic,Apotropaeic_llm,OtherWorldyPursuit,OtherWorldyPursuit_llm,Initiation,Initiation_llm,Installation,Installation_llm,Divination,Divination_llm,Liturgical,Liturgical_llm,NewBorn,NewBorn_llm,Funerary,Funerary_llm,Commerative,Commerative_llm,Protection,Protection_llm,HouseDedication,HouseDedication_llm,RitualDuration,RitualDuration_llm,ParticipantsSex,ParticipantsSex_llm,Solitary,Solitary_llm,ImmediateKin,ImmediateKin_llm,ExtendedKin,ExtendedKin_llm,Group15abs,Group15abs_llm,Group50percent,Group50percent_llm,Group5090percent,Group5090percent_llm,Group90100percent,Group90100percent_llm,Outsiders,Outsiders_llm,AnnualPATIENT,AnnualPATIENT_llm,AnnualPARTICIPANT,AnnualPARTICIPANT_llm,Dancing,Dancing_llm,Singing,Singing_llm,Percussion,Percussion_llm,OtherInstruments,OtherInstruments_llm,NonRhythmic,NonRhythmic_llm,IntenseMusicDance,IntenseMusicDance_llm,SorrowMusicDance,SorrowMusicDance_llm,LargescaleMusicDance,LargescaleMusicDance_llm,Marching,Marching_llm,Explosions,Explosions_llm,Bowing,Bowing_llm,Haircut,Haircut_llm,Washing,Washing_llm,Rubbing,Rubbing_llm,Sprinkling,Sprinkling_llm,Fumigation,Fumigation_llm,InterdictionHands,InterdictionHands_llm,Spitting,Spitting_llm,Hallucinogen,Hallucinogen_llm,Sedatives,Sedatives_llm,Alcohol,Alcohol_llm,ExecutivePossession,ExecutivePossession_llm,PerformanceTrance,PerformanceTrance_llm,Stimulants,Stimulants_llm,Smoking,Smoking_llm,BurningParticipants,BurningParticipants_llm,WoundingSignificant,WoundingSignificant_llm,WoundingSuperficial,WoundingSuperficial_llm,Beating,Beating_llm,Piercing,Piercing_llm,Scarification,Scarification_llm,Tattooing,Tattooing_llm,LacerationSensitive,LacerationSensitive_llm,Circumcision,Circumcision_llm,FoulOlfaction,FoulOlfaction_llm,Vomiting,Vomiting_llm,SwallowingObjects,SwallowingObjects_llm,SuckingofPatient,SuckingofPatient_llm,Fasting,Fasting_llm,AthleticFeats,AthleticFeats_llm,SleepDeprivation,SleepDeprivation_llm,Dehydration,Dehydration_llm,Immobility,Immobility_llm,Isolation,Isolation_llm,Fear,Fear_llm,Disgust,Disgust_llm,Humilation,Humilation_llm,DramaticActs,DramaticActs_llm,HolyObjects,HolyObjects_llm,HolySite,HolySite_llm,RitualConstruction,RitualConstruction_llm,LargeCrowd,LargeCrowd_llm,MockConflict,MockConflict_llm,Costume,Costume_llm,FireEmbers,FireEmbers_llm,SacrificeAnimal,SacrificeAnimal_llm,SacrificeHuman,SacrificeHuman_llm,WaterOffering,WaterOffering_llm,Minatures,Minatures_llm,PathogenicPossession,PathogenicPossession_llm,Speechmaking,Speechmaking_llm,TextRecitation,TextRecitation_llm,Naming,Naming_llm,Blood,Blood_llm,Weapons,Weapons_llm,Sexual intercourse,Sexual intercourse_llm,StoryTelling,StoryTelling_llm,BurialOfferings,BurialOfferings_llm,BurningOfferings,BurningOfferings_llm,Confession,Confession_llm,Games,Games_llm,CommunalEating,CommunalEating_llm,Joyful,Joyful_llm,TabooSmoke,TabooSmoke_llm,TabooAlcohol,TabooAlcohol_llm,TabooSexual,TabooSexual_llm,TabooTalking,TabooTalking_llm,PeakEuphoria,PeakEuphoria_llm,AvgEuphoria,AvgEuphoria_llm,ParticipantPeakEuphoria,ParticipantPeakEuphoria_llm,PeakDysphoria,PeakDysphoria_llm,AvgDyphoria,AvgDyphoria_llm,ParticipantPeakDysphoria,ParticipantPeakDysphoria_llm,SensoryPageantry,SensoryPageantry_llm,SMarker,SMarker_llm,Exegesis,Exegesis_llm,AcquisitionExegesis,AcquisitionExegesis_llm,IndividualExegesis,IndividualExegesis_llm,Hallucinogen_llm_certainty,Sedatives_llm_certainty,Alcohol_llm_certainty,ExecutivePossession_llm_certainty,PerformanceTrance_llm_certainty,Stimulants_llm_certainty,Smoking_llm_certainty,PeakEuphoria_llm_certainty,AvgEuphoria_llm_certainty,ParticipantPeakEuphoria_llm_certainty,PeakDysphoria_llm_certainty,AvgDyphoria_llm_certainty,ParticipantPeakDysphoria_llm_certainty,Fasting_llm_certainty,AthleticFeats_llm_certainty,SleepDeprivation_llm_certainty,Dehydration_llm_certainty,Immobility_llm_certainty,Exegesis_llm_certainty,AcquisitionExegesis_llm_certainty,IndividualExegesis_llm_certainty,AnnualPATIENT_llm_certainty,AnnualPARTICIPANT_llm_certainty,Wedding_llm_certainty,OtherUnion_llm_certainty,DissolveUnion_llm_certainty,WorldyPursuit_llm_certainty,Apotropaeic_llm_certainty,OtherWorldyPursuit_llm_certainty,Initiation_llm_certainty,Installation_llm_certainty,Divination_llm_certainty,Liturgical_llm_certainty,NewBorn_llm_certainty,Funerary_llm_certainty,Commerative_llm_certainty,Protection_llm_certainty,HouseDedication_llm_certainty,Games_llm_certainty,CommunalEating_llm_certainty,Joyful_llm_certainty,Dancing_llm_certainty,Singing_llm_certainty,Percussion_llm_certainty,OtherInstruments_llm_certainty,NonRhythmic_llm_certainty,IntenseMusicDance_llm_certainty,SorrowMusicDance_llm_certainty,LargescaleMusicDance_llm_certainty,Marching_llm_certainty,Explosions_llm_certainty,Bowing_llm_certainty,BurningParticipants_llm_certainty,WoundingSignificant_llm_certainty,WoundingSuperficial_llm_certainty,Beating_llm_certainty,Piercing_llm_certainty,Scarification_llm_certainty,Tattooing_llm_certainty,LacerationSensitive_llm_certainty,Circumcision_llm_certainty,FoulOlfaction_llm_certainty,Vomiting_llm_certainty,SwallowingObjects_llm_certainty,SuckingofPatient_llm_certainty,ParticipantsSex_llm_certainty,Solitary_llm_certainty,ImmediateKin_llm_certainty,ExtendedKin_llm_certainty,Group15abs_llm_certainty,Group50percent_llm_certainty,Group5090percent_llm_certainty,Group90100percent_llm_certainty,Outsiders_llm_certainty,Isolation_llm_certainty,Fear_llm_certainty,Disgust_llm_certainty,Humilation_llm_certainty,Haircut_llm_certainty,Washing_llm_certainty,Rubbing_llm_certainty,Sprinkling_llm_certainty,Fumigation_llm_certainty,InterdictionHands_llm_certainty,Spitting_llm_certainty,SensoryPageantry_llm_certainty,SMarker_llm_certainty,DramaticActs_llm_certainty,HolyObjects_llm_certainty,HolySite_llm_certainty,RitualConstruction_llm_certainty,LargeCrowd_llm_certainty,MockConflict_llm_certainty,Costume_llm_certainty,FireEmbers_llm_certainty,SacrificeAnimal_llm_certainty,SacrificeHuman_llm_certainty,WaterOffering_llm_certainty,Minatures_llm_certainty,PathogenicPossession_llm_certainty,Speechmaking_llm_certainty,TextRecitation_llm_certainty,Naming_llm_certainty,Blood_llm_certainty,Weapons_llm_certainty,Sexual intercourse_llm_certainty,StoryTelling_llm_certainty,BurialOfferings_llm_certainty,BurningOfferings_llm_certainty,Confession_llm_certainty,TabooSmoke_llm_certainty,TabooAlcohol_llm_certainty,TabooSexual_llm_certainty,TabooTalking_llm_certainty
Ritual1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,999,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.333333333,0,1,0,1,4,0.0,0,0,0,-1,4,999,0,999,2,1,2,2,1,-1,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ritual2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,999,5,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.333333333,0,1,0,7,1,2.333333333,4,1,3,7,2,1,4,999,2,1,1,2,1,-1,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ritual3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,9,5,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3.333333333,1,4,1,4,7,4.333333333,1,4,1,4,4,4,3,999,3,999,1,999,1,-1,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ritual4,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,3,,0,,0,,0,,1,,0,,0,,0,,0,,999,,4,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.333333333,,4,,4,,3.0,,4,,4,,4,,999,,999,,999,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,,3,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,999,9,5,9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.666666667,3,3,2,7,7,0.0,0,0,0,-1,3,999,3,999,1,1,1,999,1,-1,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ritual6,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,999,9,5,9,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.666666667,5,3,3,7,7,0.0,0,0,0,-1,3,999,4,999,2,1,1,2,1,-1,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ritual7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,5,5,5,1,1,1,1,1,1,0,1,0,1,999,1,999,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.666666667,0,2,0,3,1,2.333333333,3,2,2,2,3,2,4,3,2,1,2,999,1,-1,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ritual8,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,3,,0,,0,,0,,0,,0,,0,,1,,0,,7,,5,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.333333333,,3,,3,,5.0,,3,,2,,5,,999,,999,,3,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual9,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,6,9,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1,1,1,7,2,4.666666667,5,5,4,7,2,2,5,3,2,1,2,2,3,-1,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ritual10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,5,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.333333333,2,2,2,7,5,2.0,3,1,2,7,5,999,5,999,1,1,1,2,1,-1,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
